,season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength,url,player_idx,rank,width,team_idx
1251,2014/2015,Scotland Premier League,Dundee United,23.1,31,17,182.4,190.5,165.1,168.1,190,143,68.18,27.27,4.55,Stuart Armstrong,70.7,77.7,83.0,70.0,71.0,72.0,https://upload.wikimedia.org/wikipedia/commons/2/23/Stuart_Armstrong_2019.jpg,10692,5.0,297,20061
1252,2014/2015,Scotland Premier League,Hamilton Academical FC,24.2,35,17,179.0,188.0,167.6,160.1,174,139,76.19,23.81,0.0,Nigel Hasselbaink,64.0,66.0,90.0,72.0,73.0,77.0,0,40153,6.0,336,20121
1253,2014/2015,Scotland Premier League,Inverness Caledonian Thistle,24.2,29,19,180.7,193.0,170.2,163.0,192,141,73.68,26.32,0.0,Billy McKay,70.2,73.2,71.0,72.0,71.0,70.0,0,40130,3.0,379,20131
1254,2014/2015,Scotland Premier League,Kilmarnock,22.7,32,17,180.6,198.1,165.1,165.3,203,141,78.26,17.39,4.35,Alexei Jr Eremenko,70.0,70.0,63.3,55.0,56.7,72.0,https://upload.wikimedia.org/wikipedia/commons/c/cf/A-Eremenko-2.jpg,10336,10.0,287,20137
1255,2014/2015,Scotland Premier League,Motherwell,24.1,34,17,177.6,188.0,165.1,164.8,196,132,58.62,37.93,3.45,Scott McDonald,68.0,68.0,74.6,72.0,74.0,71.0,https://upload.wikimedia.org/wikipedia/commons/0/03/Scott_McDonald-Australia.jpg,10693,11.0,222,20167
1256,2014/2015,Scotland Premier League,Partick Thistle F.C.,23.0,29,18,182.9,193.0,170.2,168.3,196,143,70.83,29.17,0.0,Kallum Higginbotham,67.0,71.6,77.4,34.0,80.0,51.4,https://upload.wikimedia.org/wikipedia/commons/f/fd/Kallum_Higginbotham_Celebration.jpg,10694,7.0,471,20186
1257,2014/2015,Scotland Premier League,Ross County FC,25.1,32,19,182.8,190.5,170.2,165.2,187,141,85.19,14.81,0.0,Richard Brittain,65.0,65.0,60.0,58.0,70.0,56.0,0,40131,9.0,420,20219
1258,2014/2015,Scotland Premier League,St. Johnstone FC,27.2,34,19,180.3,188.0,167.6,159.6,179,130,65.0,35.0,0.0,James McFadden,66.6,66.6,62.8,63.6,61.0,66.0,https://upload.wikimedia.org/wikipedia/commons/9/9f/JamesMcFadden_2009_pre-season_cropped.jpg,10515,4.0,315,20246
1259,2014/2015,Scotland Premier League,St. Mirren,23.3,35,17,180.4,190.5,170.2,160.4,187,137,65.38,34.62,0.0,Steven Thompson,66.5,66.5,48.0,51.0,76.8,81.5,0,40097,12.0,320,20247
1260,2014/2015,Spain LIGA BBVA,Athletic Club de Bilbao,24.9,33,18,180.6,188.0,170.2,164.9,187,139,82.61,17.39,0.0,Aritz Aduriz,80.6,80.6,69.8,94.4,69.8,81.0,https://upload.wikimedia.org/wikipedia/commons/9/97/SM-AB_2018_%287%29_%28Aduriz%29.jpg,10256,7.0,418,20021
1261,2014/2015,Spain LIGA BBVA,Atlético Madrid,26.4,33,19,183.2,190.5,175.3,167.4,187,148,76.47,17.65,5.88,Arda Turan,84.0,87.6,73.0,79.0,75.3,69.0,https://upload.wikimedia.org/wikipedia/commons/8/8c/AUT_vs._TUR_2016-03-29_%28283%29.jpg,10609,3.0,280,20022
1262,2014/2015,Spain LIGA BBVA,Córdoba CF,24.9,33,19,181.0,193.0,167.6,162.6,187,141,79.31,20.69,0.0,Nabil Ghilas,75.0,79.0,76.0,69.0,82.0,83.0,https://upload.wikimedia.org/wikipedia/commons/0/05/Alg%C3%A9rie_-_Arm%C3%A9nie_-_20140531_-_Nabil_Ghilas.jpg,10695,20.0,278,20056
1263,2014/2015,Spain LIGA BBVA,Elche CF,25.9,35,19,181.3,190.5,170.2,167.9,187,143,55.56,44.44,0.0,Victor Romero Rodriguez,75.0,79.0,81.0,41.0,74.0,66.0,https://upload.wikimedia.org/wikipedia/commons/3/31/Rayo_vallecano_vs_real_zaragoza_-_Flickr_-_loren_mzn_%2815%29_%28cropped%29_2.jpg,10696,13.0,273,20065
1264,2014/2015,Spain LIGA BBVA,FC Barcelona,26.5,34,18,177.5,193.0,167.6,161.9,187,137,68.42,31.58,0.0,Lionel Messi,93.0,94.7,90.0,73.0,77.0,60.0,https://upload.wikimedia.org/wikipedia/commons/d/d9/Lionel_Messi_20180626_%28cropped%29.jpg,10133,1.0,279,20076
1265,2014/2015,Spain LIGA BBVA,Getafe CF,26.2,32,19,180.2,188.0,175.3,162.4,176,152,70.0,30.0,0.0,Pedro Leon,79.0,80.5,76.0,34.0,62.0,59.0,https://upload.wikimedia.org/wikipedia/commons/b/b0/Pedro_Le%C3%B3n.jpg,10142,14.0,361,20110
1266,2014/2015,Spain LIGA BBVA,Granada CF,24.6,33,18,181.0,190.5,170.2,169.6,190,148,73.08,26.92,0.0,Piti,76.8,76.8,68.0,63.0,77.6,60.0,0,40154,18.0,313,20116
1267,2014/2015,Spain LIGA BBVA,Levante UD,27.8,37,20,180.7,190.5,170.2,165.5,181,146,80.0,20.0,0.0,Pape Kouli Diop,76.6,77.1,66.8,82.0,78.9,83.6,0,40133,15.0,420,20155
1268,2014/2015,Spain LIGA BBVA,Málaga CF,26.0,34,19,178.6,190.5,165.1,157.5,183,134,71.43,28.57,0.0,Ignacio Camacho,79.1,81.7,65.6,85.0,90.0,77.7,https://upload.wikimedia.org/wikipedia/commons/9/9f/Zenit-Malaga_2012_%281%29.jpg,10697,9.0,217,20168
1269,2014/2015,Spain LIGA BBVA,RC Celta de Vigo,24.9,31,18,178.4,185.4,170.2,164.2,196,141,82.35,17.65,0.0,Nolito,78.0,80.3,76.3,63.0,69.0,62.0,https://upload.wikimedia.org/wikipedia/commons/8/80/Nolito.JPG,10518,8.0,314,20201
1270,2014/2015,Spain LIGA BBVA,RC Deportivo de La Coruña,26.8,38,19,180.2,193.0,165.1,164.9,194,137,76.19,23.81,0.0,Juan Dominguez Lamas,75.0,79.0,64.0,72.0,75.0,68.0,https://upload.wikimedia.org/wikipedia/commons/8/88/DEP-GET_062_1200_%2815082232713%29.jpg,10698,17.0,280,20202
1271,2014/2015,Spain LIGA BBVA,RCD Espanyol,25.2,33,18,179.5,188.0,172.7,162.6,185,150,75.0,25.0,0.0,Hector Moreno,78.0,82.0,68.0,86.0,75.0,82.0,https://upload.wikimedia.org/wikipedia/commons/2/2a/Mex-Kor_%282%29.jpg,10312,10.0,357,20205
1272,2014/2015,Spain LIGA BBVA,Rayo Vallecano,26.0,33,21,179.5,198.1,165.1,158.8,190,134,75.0,25.0,0.0,Emiliano Insua,77.0,82.0,78.0,72.0,78.0,81.0,https://upload.wikimedia.org/wikipedia/commons/4/41/EmilianoInsua2.jpg,10699,11.0,170,20200
1273,2014/2015,Spain LIGA BBVA,Real Madrid CF,25.1,31,21,181.3,190.5,172.7,167.9,198,143,84.21,15.79,0.0,Cristiano Ronaldo,92.0,92.0,94.0,94.0,89.0,79.0,https://upload.wikimedia.org/wikipedia/commons/8/8c/Cristiano_Ronaldo_2018.jpg,10020,2.0,279,20209
1274,2014/2015,Spain LIGA BBVA,Real Sociedad,25.4,31,20,182.6,193.0,175.3,166.2,185,143,70.0,30.0,0.0,Carlos Vela,82.8,86.4,85.0,68.6,64.0,69.0,https://upload.wikimedia.org/wikipedia/commons/6/6d/Mex-Kor_%2821%29_%28cropped%29.jpg,10615,12.0,279,20210
1275,2014/2015,Spain LIGA BBVA,SD Eibar,27.4,34,22,181.4,193.0,172.7,168.4,196,132,85.71,14.29,0.0,Manu del Moral,74.0,74.0,78.8,69.0,74.0,66.0,https://upload.wikimedia.org/wikipedia/commons/5/58/Manu_del_Moral.jpg,10700,16.0,196,20233
1276,2014/2015,Spain LIGA BBVA,Sevilla FC,25.6,32,20,179.3,195.6,167.6,163.0,194,141,70.0,25.0,5.0,Carlos Bacca,80.4,80.4,79.8,74.8,72.8,78.4,https://upload.wikimedia.org/wikipedia/commons/b/b0/Carlos_Bacca%2C_2012-07-17.jpg,10442,5.0,242,20235
1277,2014/2015,Spain LIGA BBVA,UD Almería,24.9,34,18,179.0,188.0,170.2,162.3,179,148,84.21,15.79,0.0,Verza,74.0,74.6,51.0,43.0,88.0,75.0,https://upload.wikimedia.org/wikipedia/commons/a/a8/Hondaverza.jpg,10701,19.0,420,20266
1278,2014/2015,Spain LIGA BBVA,Valencia CF,23.3,30,19,179.7,188.0,162.6,165.4,190,139,63.16,36.84,0.0,Alvaro Negredo,83.0,83.0,74.0,81.0,72.0,88.0,https://upload.wikimedia.org/wikipedia/commons/4/4c/%C3%81lvaro_Negredo_VCF.JPG,10144,4.0,343,20272
1279,2014/2015,Spain LIGA BBVA,Villarreal CF,24.4,32,17,178.9,188.0,170.2,159.2,172,137,62.5,37.5,0.0,Giovani dos Santos,81.2,84.2,85.2,64.8,68.0,48.8,https://upload.wikimedia.org/wikipedia/commons/b/b4/Giovanni_Dos_Santos_2017-05-21_%2834779601946%29_%28cropped%29.jpg,10342,6.0,285,20277
1280,2014/2015,Switzerland Super League,BSC Young Boys,25.0,31,19,182.5,193.0,170.2,170.3,194,150,59.09,36.36,4.55,Guillaume Hoarau,71.9,71.9,52.8,62.0,62.6,84.0,https://upload.wikimedia.org/wikipedia/commons/f/f4/Guillaume_Hoarau2017.jpg,10702,2.0,372,20037
1281,2014/2015,Switzerland Super League,FC Aarau,26.1,32,20,182.9,193.0,175.3,169.2,194,150,77.27,22.73,0.0,Dusan Djuric,66.8,66.8,64.0,73.0,56.8,69.0,https://upload.wikimedia.org/wikipedia/commons/5/5a/Dusan_Djuric_%28premier_match_%C3%A0_Valenciennes%29.JPG,10440,10.0,281,20073
1282,2014/2015,Switzerland Super League,FC Basel,24.7,36,16,180.3,195.6,165.1,165.8,187,139,66.67,33.33,0.0,Fabian Schaer,75.3,83.0,79.0,81.4,81.0,90.1,0,40155,1.0,279,20077
1283,2014/2015,Switzerland Super League,FC Luzern,25.0,31,18,179.5,193.0,165.1,163.3,194,132,65.0,35.0,0.0,Bryan Rabello,71.7,79.0,77.8,67.8,44.2,35.8,https://upload.wikimedia.org/wikipedia/commons/4/4e/YB_vs._FCL_-_Rabello_2.jpg,10703,5.0,315,20085
1284,2014/2015,Switzerland Super League,FC Sion,24.0,31,18,180.5,195.6,165.1,164.7,190,139,80.77,19.23,0.0,Veroljub Salatic,70.0,70.0,53.0,62.0,67.0,81.3,https://upload.wikimedia.org/wikipedia/commons/b/be/Vero_Salati%C4%87_2018.jpg,10704,7.0,275,20092
1285,2014/2015,Switzerland Super League,FC St. Gallen,25.4,31,19,182.4,193.0,172.7,166.7,192,134,65.22,30.43,4.35,Albert Bunjaku,69.5,69.5,72.0,78.0,54.0,72.0,https://upload.wikimedia.org/wikipedia/commons/6/62/Albert_Bunjaku_2010.jpg,10705,6.0,382,20094
1286,2014/2015,Switzerland Super League,FC Thun,25.3,32,19,179.5,193.0,167.6,167.6,198,141,90.91,9.09,0.0,Marco Rojas,69.0,75.3,90.0,52.0,62.0,33.0,https://upload.wikimedia.org/wikipedia/commons/5/5c/2017_Confederation_Cup_-_MEXNZL_-_Marco_Rojas.jpg,10706,4.0,274,20096
1287,2014/2015,Switzerland Super League,FC Vaduz,25.2,36,20,179.9,190.5,170.2,165.8,183,150,80.95,19.05,0.0,Naser Aliji,64.0,77.0,86.0,60.0,82.0,71.0,https://upload.wikimedia.org/wikipedia/commons/4/40/Aliji.jpg,10707,9.0,653,20099
1288,2014/2015,Switzerland Super League,FC Zürich,24.0,32,17,180.6,190.5,170.2,166.2,194,139,75.0,25.0,0.0,Yassine Chikhaoui,76.0,77.5,86.0,69.0,68.0,76.0,https://upload.wikimedia.org/wikipedia/commons/9/92/Yassine-Chikhaoui.jpg,10349,3.0,280,20101
1289,2014/2015,Switzerland Super League,Grasshopper Club Zürich,24.5,35,19,181.8,193.0,172.7,168.7,194,148,82.61,17.39,0.0,Caio,70.2,70.2,64.0,59.3,40.8,76.7,0,40156,8.0,265,20117
1290,2015/2016,Belgium Jupiler League,Club Brugge KV,23.9,38,18,183.6,195.6,170.2,171.4,207,146,82.14,17.86,0.0,Lior Rafaelov,77.2,77.2,68.8,68.0,63.0,49.0,https://upload.wikimedia.org/wikipedia/commons/8/88/Lior-refaelov-1310574585.jpg,10708,1.0,278,20052
1291,2015/2016,Belgium Jupiler League,KAA Gent,24.5,30,19,180.1,198.1,167.6,164.6,212,134,77.27,22.73,0.0,Mbark Boussoufa,79.0,79.0,76.0,79.0,81.0,34.0,https://upload.wikimedia.org/wikipedia/commons/8/89/Mbark_Boussoufa.jpg,10158,2.0,538,20134
1292,2015/2016,Belgium Jupiler League,KRC Genk,23.7,34,17,181.1,193.0,170.2,163.3,194,134,76.0,24.0,0.0,Neeskens Kebano,75.0,79.0,80.0,82.0,74.8,68.0,https://upload.wikimedia.org/wikipedia/commons/c/cc/Neeskens_Kebano_20110724.jpg,10629,5.0,560,20139
1293,2015/2016,Belgium Jupiler League,KV Kortrijk,24.8,34,20,181.1,195.6,167.6,168.9,203,141,80.95,14.29,4.76,Maxime Chanot,72.0,73.3,57.2,72.0,71.3,86.7,https://upload.wikimedia.org/wikipedia/commons/0/0f/Maxime_Chanot_2017.jpg,10709,9.0,318,20142
1294,2015/2016,Belgium Jupiler League,KV Mechelen,24.5,31,19,184.9,198.1,175.3,172.7,201,137,69.57,30.43,0.0,Seth De Witte,72.7,73.0,75.3,75.7,81.0,85.0,https://upload.wikimedia.org/wikipedia/commons/d/d2/Seth_De_Witte.jpg,10710,10.0,279,20143
1295,2015/2016,Belgium Jupiler League,KV Oostende,25.8,34,20,180.8,190.5,172.7,162.8,190,141,82.35,17.65,0.0,David Rozehnal,73.8,73.8,45.4,48.0,69.0,76.6,https://upload.wikimedia.org/wikipedia/commons/c/c3/Only_david.jpg,10711,4.0,315,20144
1296,2015/2016,Belgium Jupiler League,KVC Westerlo,25.8,36,18,182.1,193.0,175.3,169.8,190,146,65.0,35.0,0.0,Filip Daems,74.0,74.0,52.3,70.0,64.0,74.3,https://upload.wikimedia.org/wikipedia/commons/2/2c/Filip_Daems_1.jpg,10712,15.0,335,20145
1297,2015/2016,Belgium Jupiler League,Oud-Heverlee Leuven,24.5,32,17,182.1,198.1,162.6,170.8,205,132,70.0,30.0,0.0,Jordan Remacle,70.0,70.0,71.8,74.0,73.0,47.0,https://upload.wikimedia.org/wikipedia/commons/d/d2/Metall-Lokeren_%283%29.jpg,10713,16.0,344,20181
1298,2015/2016,Belgium Jupiler League,RSC Anderlecht,24.0,34,17,180.7,193.0,167.6,167.6,198,132,66.67,29.17,4.16,Steven Defour,77.8,78.2,66.0,71.0,81.0,66.0,https://upload.wikimedia.org/wikipedia/commons/1/19/Dinamo-Anderleht_%284%29.jpg,10160,3.0,334,20221
1299,2015/2016,Belgium Jupiler League,Royal Excel Mouscron,23.6,35,17,183.3,203.2,175.3,167.2,196,143,79.31,20.69,0.0,Valentine Viola,70.9,74.4,73.0,71.0,68.0,71.0,https://upload.wikimedia.org/wikipedia/commons/e/ec/Viva_Burkett_001.jpg,10714,13.0,252,20220
1300,2015/2016,Belgium Jupiler League,SV Zulte-Waregem,24.4,32,19,183.1,193.0,167.6,170.0,207,150,86.36,13.64,0.0,Mbaye Leye,71.7,71.7,66.0,78.7,71.0,70.7,https://upload.wikimedia.org/wikipedia/commons/b/ba/Metall-Lokeren_%284%29.jpg,10715,6.0,208,20256
1301,2015/2016,Belgium Jupiler League,Sint-Truidense VV,22.5,31,18,179.9,193.0,170.2,159.6,194,134,77.78,18.52,3.7,Ruben Fernandes,73.2,73.2,73.0,81.5,68.5,76.0,https://upload.wikimedia.org/wikipedia/commons/9/91/Dinamo-Estoril_%285%29.jpg,10716,14.0,350,20237
1302,2015/2016,Belgium Jupiler League,Sporting Charleroi,25.4,33,20,180.5,190.5,170.2,163.5,194,132,72.73,22.73,4.54,Neeskens Kebano,75.0,79.0,80.0,82.0,74.8,68.0,https://upload.wikimedia.org/wikipedia/commons/c/cc/Neeskens_Kebano_20110724.jpg,10629,8.0,560,20242
1303,2015/2016,Belgium Jupiler League,Sporting Lokeren,25.0,33,19,182.6,193.0,172.7,167.2,187,143,87.5,12.5,0.0,Hamdi Harbaoui,72.4,72.4,69.6,83.2,73.0,85.0,0,40157,11.0,336,20244
1304,2015/2016,Belgium Jupiler League,Standard de Liège,23.5,31,17,181.0,193.0,167.6,164.7,198,132,66.67,30.0,3.33,Mathieu Dossevi,74.8,74.9,77.2,60.0,75.9,58.0,https://upload.wikimedia.org/wikipedia/commons/c/c9/Dnepr-Olimpiakos_%284%29.jpg,10550,7.0,334,20251
1305,2015/2016,Belgium Jupiler League,Waasland-Beveren,23.5,33,18,182.9,198.1,175.3,167.9,205,134,73.68,26.32,0.0,Steeven Langil,71.8,72.5,92.0,62.0,71.2,58.0,https://upload.wikimedia.org/wikipedia/commons/9/9a/Steeven_Langil_20191102.jpg,10717,12.0,280,20282
1306,2015/2016,England Premier League,Arsenal,25.1,31,19,180.0,198.1,167.6,159.9,198,137,72.73,27.27,0.0,Mesut Oezil,87.7,88.7,68.0,52.0,64.0,56.0,https://upload.wikimedia.org/wikipedia/commons/1/12/Mesut_%C3%96zil_at_Baku_before_2019_UEFA_Europe_League_Final.jpg,10532,2.0,355,20015
1307,2015/2016,England Premier League,Aston Villa,24.9,32,18,180.9,193.0,170.2,165.4,196,143,65.22,34.78,0.0,Micah Richards,78.2,78.7,77.2,89.8,72.2,88.4,https://upload.wikimedia.org/wikipedia/commons/d/d8/Richards_crop.JPG,10718,20.0,351,20019
1308,2015/2016,England Premier League,Bournemouth,26.4,37,22,181.5,193.0,172.7,170.8,196,146,80.0,20.0,0.0,Max-Alain Gradel,79.0,80.2,88.0,68.0,72.0,55.5,https://upload.wikimedia.org/wikipedia/commons/3/39/Max_Gradel_9292.JPG,10719,16.0,280,20035
1309,2015/2016,England Premier League,Chelsea,25.1,34,19,182.6,193.0,167.6,172.3,201,137,81.82,18.18,0.0,Eden Hazard,88.7,90.7,87.0,59.0,74.0,63.0,https://upload.wikimedia.org/wikipedia/commons/4/46/Eden_Hazard_at_Baku_before_2019_UEFA_Europe_League_Final.jpg,10184,10.0,280,20050
1310,2015/2016,England Premier League,Crystal Palace,27.4,34,22,183.7,195.6,172.7,172.3,203,141,78.26,21.74,0.0,Yohan Cabaye,79.6,79.6,68.0,70.0,80.0,69.1,https://upload.wikimedia.org/wikipedia/commons/b/b2/Yohan_Cabaye.JPG,10537,15.0,299,20054
1311,2015/2016,England Premier League,Everton,25.2,34,17,180.0,190.5,165.1,165.9,207,139,75.0,25.0,0.0,Leighton Baines,82.7,82.7,75.0,72.0,86.0,69.0,https://upload.wikimedia.org/wikipedia/commons/c/c7/Baines_Leighton_126176_%28cropped%29.jpg,10448,11.0,341,20070
1312,2015/2016,England Premier League,Leicester City,26.7,35,19,180.8,190.5,170.2,168.2,205,137,83.33,16.67,0.0,Gokhan Inler,78.5,78.5,56.7,75.0,72.7,74.3,https://upload.wikimedia.org/wikipedia/commons/3/3c/AUT_vs._SUI_2015-11-17_%28178%29.jpg,10720,1.0,630,20153
1313,2015/2016,England Premier League,Liverpool,23.3,34,18,180.1,190.5,167.6,162.1,185,137,81.48,18.52,0.0,Philippe Coutinho,84.0,88.0,77.0,59.0,73.0,55.7,https://upload.wikimedia.org/wikipedia/commons/6/66/20180610_FIFA_Friendly_Match_Austria_vs._Brazil_Philippe_Coutinho_850_1692.jpg,10721,8.0,280,20157
1314,2015/2016,England Premier League,Manchester City,27.3,34,18,179.8,193.0,170.2,166.8,198,132,66.67,33.33,0.0,Sergio Aguero,87.6,87.6,86.0,76.8,73.0,72.2,https://upload.wikimedia.org/wikipedia/commons/7/7b/Ag%C3%BCero_in_2018.jpg,10130,4.0,279,20161
1315,2015/2016,England Premier League,Manchester United,23.8,33,17,181.7,193.0,170.2,165.6,198,139,75.0,25.0,0.0,Bastian Schweinsteiger,85.7,85.7,53.0,83.0,75.3,78.0,https://upload.wikimedia.org/wikipedia/commons/b/be/CINvCHI_2017-06-28_-_Bastian_Schweinsteiger_%2827329406048%29_%28cropped%29.jpg,10722,5.0,299,20162
1316,2015/2016,England Premier League,Newcastle United,24.4,33,19,181.1,188.0,167.6,170.9,201,143,76.0,24.0,0.0,Georginio Wijnaldum,80.0,84.0,85.0,82.0,86.0,64.0,https://upload.wikimedia.org/wikipedia/commons/2/2f/20160604_AUT_NED_8839.jpg,10723,18.0,279,20174
1317,2015/2016,England Premier League,Norwich City,27.1,33,21,180.7,193.0,167.6,166.1,201,134,75.0,25.0,0.0,Dieumerci Mbokani,78.4,78.4,84.0,83.0,79.7,81.4,https://upload.wikimedia.org/wikipedia/commons/9/94/Dieumerci_Mbokani_2013.jpg,10284,19.0,279,20175
1318,2015/2016,England Premier League,Southampton,24.8,31,19,182.3,193.0,170.2,169.4,203,146,84.21,15.79,0.0,Jose Fonte,81.0,81.0,56.0,73.0,69.0,83.0,https://upload.wikimedia.org/wikipedia/commons/0/08/Jos%C3%A9_Fonte_%28cropped%29_2.jpg,10724,6.0,297,20240
1319,2015/2016,England Premier League,Stoke City,27.2,34,22,184.5,200.7,170.2,172.8,194,143,73.68,26.32,0.0,Bojan Krkic,80.6,83.6,75.6,48.0,67.0,42.4,https://upload.wikimedia.org/wikipedia/commons/0/08/Photo_of_Bojan_Krkic.jpg,10636,9.0,280,20252
1320,2015/2016,England Premier League,Sunderland,26.5,35,19,181.9,195.6,170.2,168.8,198,139,80.77,19.23,0.0,Jeremain Lens,79.0,79.0,86.0,73.0,73.0,76.0,https://upload.wikimedia.org/wikipedia/commons/1/11/Jeremain_Lens_2015.jpg,10725,17.0,279,20253
1321,2015/2016,England Premier League,Swansea City,25.8,32,19,181.1,193.0,167.6,167.5,207,139,78.26,21.74,0.0,Ashley Williams,81.0,81.0,73.0,86.0,73.0,86.0,https://upload.wikimedia.org/wikipedia/commons/7/79/Ashley_Williams_at_Every_Day_premiere.jpg,10726,12.0,279,20257
1322,2015/2016,England Premier League,Tottenham Hotspur,23.1,28,19,182.6,188.0,172.7,164.4,190,143,52.94,41.18,5.88,Christian Eriksen,83.0,87.0,74.0,57.0,87.0,51.0,https://upload.wikimedia.org/wikipedia/commons/d/d8/EriksenTottenham2016%28cropped%29_2.jpg,10488,3.0,248,20261
1323,2015/2016,England Premier League,Watford,27.5,31,20,181.9,193.0,167.6,171.1,203,152,84.21,15.79,0.0,Mario Suarez,78.4,78.6,65.0,58.0,80.0,81.0,https://upload.wikimedia.org/wikipedia/commons/c/c8/Mario_Su%C3%A1rez_-_01.jpg,10727,13.0,420,20283
1324,2015/2016,England Premier League,West Bromwich Albion,27.6,35,16,183.6,195.6,167.6,171.8,196,141,80.0,20.0,0.0,Jose Salomon Rondon,79.5,82.2,79.0,67.0,68.0,91.0,https://upload.wikimedia.org/wikipedia/commons/7/78/Salom%C3%B3n_Rond%C3%B3n_2021.jpg,10728,14.0,314,20284
1325,2015/2016,England Premier League,West Ham United,25.7,33,16,183.0,193.0,170.2,172.3,198,146,85.71,14.29,0.0,Dimitri Payet,83.2,83.2,75.0,48.0,71.0,74.8,https://upload.wikimedia.org/wikipedia/commons/9/96/Payet_April_2016.jpeg,10285,7.0,214,20285
1326,2015/2016,France Ligue 1,AS Monaco,23.4,37,16,180.8,203.2,170.2,163.0,196,128,57.69,38.46,3.85,Joao Moutinho,83.0,83.0,67.0,80.3,91.0,58.0,https://upload.wikimedia.org/wikipedia/commons/f/fd/Mex-por-107_%281cropped1%29.jpg,10729,3.0,264,20016
1327,2015/2016,France Ligue 1,AS Saint-Étienne,25.4,32,17,180.9,190.5,170.2,167.5,212,141,69.23,30.77,0.0,Loic Perrin,80.7,80.7,74.0,80.3,75.7,77.0,https://upload.wikimedia.org/wikipedia/commons/b/b1/Lo%C3%AFc_Perrin_%2803-08-2011%29.jpg,10543,6.0,280,20018
1328,2015/2016,France Ligue 1,Angers SCO,26.4,34,18,183.0,193.0,172.7,167.3,198,143,65.22,34.78,0.0,Romain Thomas,73.7,74.3,62.0,64.7,61.0,80.0,0,40158,9.0,279,20013
1329,2015/2016,France Ligue 1,ES Troyes AC,25.5,38,18,179.4,190.5,162.6,162.1,194,132,78.57,21.43,0.0,Rincon,75.0,75.0,46.0,81.0,68.0,75.0,0,40159,20.0,279,20068
1330,2015/2016,France Ligue 1,En Avant de Guingamp,27.3,35,17,180.2,190.5,172.7,162.8,185,134,75.0,25.0,0.0,Jimmy Briand,76.0,76.0,81.5,82.5,74.0,78.0,https://upload.wikimedia.org/wikipedia/commons/8/84/Lens_-_Girondins_de_Bordeaux_%2819-09-2020%29_9.jpg,10046,16.0,314,20067
1331,2015/2016,France Ligue 1,FC Lorient,24.2,31,19,178.8,193.0,165.1,162.8,192,132,73.08,26.92,0.0,Benjamin Moukandjo,76.5,78.0,91.0,71.0,67.3,65.0,https://upload.wikimedia.org/wikipedia/commons/e/e1/Cameroon-Australia_%2812%29.jpg,10730,15.0,356,20084
1332,2015/2016,France Ligue 1,FC Nantes,24.7,31,18,181.2,190.5,172.7,162.0,187,143,78.26,21.74,0.0,Lorik Cana,77.3,77.3,54.0,83.7,65.3,88.0,https://upload.wikimedia.org/wikipedia/commons/c/c3/FBBP01_-_FCN_-_20151028_-_Coupe_de_la_Ligue_-_Lorik_Cana.jpg,10731,14.0,280,20087
1333,2015/2016,France Ligue 1,GFC Ajaccio,27.6,37,21,182.6,193.0,167.6,167.0,198,137,75.0,25.0,0.0,Kader Mangane,74.0,74.0,47.0,79.0,66.7,89.0,https://upload.wikimedia.org/wikipedia/commons/c/c1/Mangane2.jpg,10732,19.0,339,20111
1334,2015/2016,France Ligue 1,Girondins de Bordeaux,23.9,33,17,180.7,193.0,170.2,166.1,194,141,73.08,26.92,0.0,Mathieu Debuchy,79.3,79.3,73.0,81.0,89.0,71.0,https://upload.wikimedia.org/wikipedia/commons/9/90/Mathieu_Debuchy%2C_2015-05-31.JPG,10733,11.0,358,20113
1335,2015/2016,France Ligue 1,LOSC Lille,24.8,35,18,179.9,193.0,167.6,163.9,205,132,92.31,7.69,0.0,Marko Basa,80.0,80.0,64.0,83.0,64.0,88.0,https://upload.wikimedia.org/wikipedia/commons/a/a8/Iran_vs._Montenegro_2014-05-26_%28149%29.jpg,10734,5.0,280,20159
1336,2015/2016,France Ligue 1,Montpellier Hérault SC,25.0,37,19,179.9,188.0,170.2,163.1,176,137,75.0,20.83,4.17,Hilton,78.3,78.3,62.0,82.7,73.3,76.0,0,40120,12.0,560,20165
1337,2015/2016,France Ligue 1,OGC Nice,23.1,32,17,178.8,190.5,167.6,164.0,198,128,68.0,20.0,12.0,Hatem Ben Arfa,80.4,80.7,78.9,77.0,73.2,74.3,https://upload.wikimedia.org/wikipedia/commons/e/e2/Hatem_Ben_Arfa_Cannes_2016_2.jpg,10735,4.0,296,20178
1338,2015/2016,France Ligue 1,Olympique Lyonnais,24.9,35,18,178.2,188.0,165.1,160.0,187,126,75.0,25.0,0.0,Alexandre Lacazette,83.2,87.2,87.4,78.0,76.0,74.6,https://upload.wikimedia.org/wikipedia/commons/d/da/Alexandre_Lacazette_at_Baku_before_2019_UEFA_Europe_League_Final.jpg,10644,2.0,279,20180
1339,2015/2016,France Ligue 1,Olympique de Marseille,23.8,31,19,180.5,193.0,170.2,164.2,185,143,76.0,24.0,0.0,Lassana Diarra,81.7,81.7,76.9,77.0,89.3,59.3,https://upload.wikimedia.org/wikipedia/commons/4/43/Lassana_Diarra_2014.jpg,10023,13.0,300,20179
