season,League_name,team_long_name,age_mean,age_max,age_min,height_mean,height_max,height_min,weight_mean,weight_max,weight_min,right_foot,left_foot,nan_foot,best_player_name,rating,potential,speed,jumping,stamina,strength
2014/2015,Germany 1. Bundesliga,1. FSV Mainz 05,25.5,35.0,20.0,180.8,193.0,165.1,169.4,194.0,143.0,77.27,18.18,0.0,Shinji Okazaki,77.0,77.0,75.1,90.0,83.9,65.9
2014/2015,Germany 1. Bundesliga,Bayer 04 Leverkusen,23.9,33.0,18.0,183.9,190.5,175.3,179.6,198.0,146.0,77.78,16.67,0.0,Lars Bender,81.0,83.7,69.0,76.0,94.0,76.0
2014/2015,Germany 1. Bundesliga,Borussia Dortmund,25.5,34.0,20.0,183.1,190.5,175.3,171.2,203.0,143.0,86.36,13.64,0.0,Mats Hummels,86.0,88.2,67.8,70.0,67.0,86.0
2014/2015,Germany 1. Bundesliga,Borussia Mönchengladbach,25.2,34.0,21.0,182.4,193.0,172.7,166.8,183.0,134.0,68.75,31.25,0.0,Raffael,79.2,79.2,72.0,71.0,77.0,63.0
2014/2015,Germany 1. Bundesliga,Eintracht Frankfurt,24.6,31.0,18.0,182.6,195.6,170.2,172.6,212.0,139.0,76.19,19.05,0.0,Alexander Meier,77.4,77.4,65.2,48.0,73.3,83.5
2014/2015,Germany 1. Bundesliga,FC Augsburg,26.0,32.0,18.0,182.6,188.0,175.3,174.1,194.0,154.0,76.19,23.81,0.0,Daniel Baier,77.3,77.3,65.0,79.0,82.0,66.0
2014/2015,Germany 1. Bundesliga,FC Bayern Munich,25.1,35.0,17.0,180.6,193.0,170.2,169.0,203.0,143.0,73.91,26.09,0.0,Arjen Robben,90.0,90.0,93.0,61.0,78.0,65.0
2014/2015,Germany 1. Bundesliga,FC Schalke 04,23.8,30.0,18.0,185.3,195.6,172.7,179.1,201.0,150.0,76.92,23.08,0.0,Klaas Jan Huntelaar,83.6,83.6,69.0,77.0,68.0,77.6
2014/2015,Germany 1. Bundesliga,Hamburger SV,25.4,34.0,19.0,180.9,190.5,165.1,169.8,196.0,139.0,60.0,40.0,0.0,Ivica Olic,78.7,78.7,80.0,71.0,87.0,78.0
2014/2015,Germany 1. Bundesliga,Hannover 96,26.0,32.0,20.0,182.1,195.6,170.2,169.4,194.0,139.0,73.68,26.32,0.0,Lars Stindl,78.2,80.9,72.2,72.0,84.0,69.2
2014/2015,Germany 1. Bundesliga,Hertha BSC Berlin,26.2,32.0,21.0,181.7,193.0,172.7,166.6,190.0,139.0,60.0,40.0,0.0,Valentin Stocker,78.3,81.6,83.0,73.0,74.7,70.7
2014/2015,Germany 1. Bundesliga,SC Freiburg,24.8,34.0,19.0,182.8,193.0,170.2,172.1,192.0,141.0,73.91,26.09,0.0,Vladimir Darida,76.5,81.0,67.1,77.0,91.5,47.0
2014/2015,Germany 1. Bundesliga,SC Paderborn 07,25.8,33.0,20.0,182.6,193.0,175.3,172.3,196.0,152.0,76.19,23.81,0.0,Srdjan Lakic,72.0,72.0,68.0,81.0,60.0,79.0
2014/2015,Germany 1. Bundesliga,SV Werder Bremen,24.2,33.0,18.0,183.2,198.1,170.2,173.4,216.0,148.0,72.0,28.0,0.0,Zlatko Junuzovic,76.4,78.3,77.2,65.1,94.0,63.0
2014/2015,Germany 1. Bundesliga,TSG 1899 Hoffenheim,23.8,29.0,17.0,183.4,198.1,172.7,175.6,216.0,146.0,80.0,20.0,0.0,Roberto Firmino,81.0,85.2,77.0,79.0,76.0,72.0
2014/2015,Germany 1. Bundesliga,VfB Stuttgart,23.8,29.0,18.0,183.4,190.5,170.2,172.2,192.0,148.0,80.0,15.0,0.0,Vedad Ibisevic,78.4,78.4,67.0,72.6,54.0,77.0
2014/2015,Germany 1. Bundesliga,VfL Wolfsburg,24.9,34.0,19.0,184.4,195.6,172.7,172.5,196.0,159.0,68.42,31.58,0.0,Kevin de Bruyne,83.3,87.0,78.0,65.0,83.4,74.5
2014/2015,Italy Serie A,Atalanta,28.0,37.0,19.0,180.0,190.5,160.0,166.0,196.0,126.0,80.77,19.23,0.0,Giacomo Bonaventura,78.2,83.1,79.0,66.0,81.5,68.0
2014/2015,Italy Serie A,Cagliari,24.6,35.0,17.0,181.2,193.0,170.2,165.3,194.0,139.0,83.33,16.67,0.0,Victor Ibarbo,76.3,81.3,95.0,75.7,78.6,83.0
2014/2015,Italy Serie A,Cesena,25.9,35.0,16.0,181.3,198.1,167.6,168.2,214.0,137.0,64.0,36.0,0.0,Hugo Almeida,76.0,76.0,62.0,44.0,68.0,93.0
2014/2015,Italy Serie A,Chievo Verona,27.4,35.0,18.0,183.1,190.5,175.3,172.7,196.0,143.0,63.64,31.82,0.0,Alberto Paloschi,75.0,80.8,76.0,89.0,78.0,78.0
2014/2015,Italy Serie A,Empoli,24.4,35.0,19.0,180.2,190.5,170.2,161.3,192.0,137.0,70.59,23.53,0.0,Mirko Valdifiori,73.3,74.0,68.4,64.3,79.7,68.1
2014/2015,Italy Serie A,Fiorentina,27.1,34.0,20.0,181.9,190.5,170.2,168.9,194.0,143.0,65.38,34.62,0.0,Juan Cuadrado,82.2,84.8,94.0,60.0,80.0,64.0
2014/2015,Italy Serie A,Genoa,25.5,33.0,17.0,180.3,188.0,165.1,166.2,187.0,139.0,57.14,42.86,0.0,Tino Costa,77.4,77.6,64.0,54.0,82.8,70.0
2014/2015,Italy Serie A,Hellas Verona,27.4,37.0,20.0,183.0,193.0,167.6,168.7,194.0,137.0,70.83,29.17,0.0,Rafael Marquez,75.7,75.7,60.8,81.0,51.0,77.7
2014/2015,Italy Serie A,Inter,25.1,34.0,17.0,180.5,195.6,170.2,168.1,194.0,150.0,80.0,16.0,0.0,Nemanja Vidic,82.8,82.8,55.0,85.0,60.0,90.0
2014/2015,Italy Serie A,Juventus,27.2,35.0,18.0,181.5,195.6,165.1,171.1,198.0,130.0,79.17,20.83,0.0,Carlos Tevez,85.0,85.0,85.0,73.0,89.0,81.3
2014/2015,Italy Serie A,Lazio,27.2,36.0,19.0,182.1,193.0,170.2,167.1,194.0,139.0,76.0,24.0,0.0,Antonio Candreva,83.0,84.3,84.0,57.0,93.0,70.0
2014/2015,Italy Serie A,Milan,26.5,33.0,19.0,182.2,190.5,175.3,170.4,194.0,154.0,75.0,25.0,0.0,Fernando Torres,80.7,80.7,78.0,75.0,70.0,75.0
2014/2015,Italy Serie A,Napoli,26.5,32.0,22.0,181.4,195.6,162.6,166.9,196.0,130.0,76.19,23.81,0.0,Gonzalo Higuain,84.0,85.5,82.0,73.0,70.0,80.0
2014/2015,Italy Serie A,Palermo,25.6,34.0,20.0,183.8,190.5,175.3,169.7,190.0,143.0,73.91,26.09,0.0,Paulo Dybala,74.2,84.3,82.3,64.1,73.2,50.8
2014/2015,Italy Serie A,Parma,26.9,36.0,18.0,181.7,193.0,167.6,167.0,194.0,139.0,72.41,27.59,0.0,Antonio Cassano,81.0,81.0,52.0,39.0,55.0,74.0
2014/2015,Italy Serie A,Roma,26.2,37.0,18.0,180.9,193.0,167.6,164.3,198.0,137.0,64.0,36.0,0.0,Daniele De Rossi,83.8,83.8,68.0,78.0,84.0,84.0
2014/2015,Italy Serie A,Sampdoria,24.9,33.0,19.0,182.2,188.0,172.7,170.4,198.0,150.0,72.0,28.0,0.0,Samuel Eto'o,81.0,81.0,76.2,85.0,68.0,72.0
2014/2015,Italy Serie A,Sassuolo,26.4,36.0,18.0,183.2,193.0,172.7,171.0,194.0,146.0,73.91,26.09,0.0,Domenico Berardi,76.3,85.3,85.7,63.5,76.3,59.4
2014/2015,Italy Serie A,Torino,27.0,34.0,20.0,183.0,193.0,172.7,171.5,196.0,154.0,73.91,26.09,0.0,Kamil Glik,79.5,81.5,57.0,72.3,60.7,88.0
2014/2015,Italy Serie A,Udinese,24.9,36.0,18.0,181.5,193.0,170.2,167.9,192.0,143.0,71.43,28.57,0.0,Antonio Di Natale,78.7,78.7,73.8,60.0,55.0,60.0
2014/2015,Netherlands Eredivisie,ADO Den Haag,24.0,31.0,18.0,182.3,195.6,175.3,168.8,192.0,154.0,77.78,22.22,0.0,Wilson Eduardo,73.0,76.0,82.0,64.0,66.0,68.0
2014/2015,Netherlands Eredivisie,AZ,22.5,29.0,17.0,181.7,190.5,172.7,164.4,192.0,146.0,63.16,36.84,0.0,Aron Johannsson,73.7,77.7,78.0,67.0,71.0,59.0
2014/2015,Netherlands Eredivisie,Ajax,21.7,29.0,17.0,181.2,190.5,165.1,164.7,192.0,132.0,60.87,39.13,0.0,Daley Blind,79.0,83.0,64.0,66.0,92.0,73.0
2014/2015,Netherlands Eredivisie,Excelsior,23.9,28.0,19.0,181.5,190.5,170.2,164.8,187.0,150.0,76.47,23.53,0.0,Jordan Rolly Botaka,66.8,74.8,83.0,79.0,64.0,66.3
2014/2015,Netherlands Eredivisie,FC Dordrecht,22.8,31.0,19.0,180.9,195.6,167.6,163.7,187.0,146.0,79.17,20.83,0.0,Funso Ojo,68.0,74.5,68.0,69.0,70.0,64.0
2014/2015,Netherlands Eredivisie,FC Groningen,23.3,32.0,18.0,180.3,193.0,170.2,163.1,196.0,139.0,73.68,26.32,0.0,Eric Fernando Botteghin,74.3,75.0,37.0,84.0,76.0,91.0
2014/2015,Netherlands Eredivisie,FC Twente,22.1,34.0,16.0,181.2,198.1,165.1,163.2,205.0,132.0,64.0,36.0,0.0,Andreas Bjelland,75.0,77.0,54.0,86.0,72.0,84.0
2014/2015,Netherlands Eredivisie,FC Utrecht,21.6,31.0,16.0,181.7,190.5,170.2,165.9,198.0,143.0,68.97,31.03,0.0,Jens Toornstra,74.0,77.0,72.0,72.0,90.0,70.0
2014/2015,Netherlands Eredivisie,Feyenoord,24.2,34.0,19.0,180.6,193.0,170.2,163.2,183.0,141.0,66.67,28.57,0.0,Jordy Clasie,76.6,81.0,68.0,62.2,83.0,66.5
2014/2015,Netherlands Eredivisie,Go Ahead Eagles,24.1,33.0,21.0,182.5,193.0,170.2,167.2,187.0,148.0,68.42,31.58,0.0,Glynor Plet,69.0,70.0,61.2,34.0,63.5,78.5
2014/2015,Netherlands Eredivisie,Heracles Almelo,24.2,33.0,19.0,181.3,198.1,170.2,164.6,192.0,139.0,71.43,28.57,0.0,Iiass Bel Hassani,69.4,75.4,61.0,60.0,55.0,56.0
2014/2015,Netherlands Eredivisie,NAC Breda,23.3,31.0,18.0,181.6,195.6,165.1,165.3,194.0,132.0,76.92,23.08,0.0,Demy de Zeeuw,69.0,69.0,63.0,56.0,62.7,57.0
2014/2015,Netherlands Eredivisie,PEC Zwolle,23.5,35.0,19.0,181.4,193.0,170.2,165.7,190.0,134.0,82.35,17.65,0.0,Tomas Necid,73.9,77.1,68.0,74.0,71.0,78.0
2014/2015,Netherlands Eredivisie,PSV,21.6,27.0,19.0,180.0,190.5,170.2,166.1,192.0,143.0,76.47,23.53,0.0,Memphis Depay,78.6,87.6,90.0,79.0,82.0,74.0
2014/2015,Netherlands Eredivisie,SC Cambuur,24.3,30.0,19.0,181.0,193.0,175.3,166.7,187.0,143.0,77.27,22.73,0.0,Mohamed El Makrini,68.0,69.0,55.0,60.0,73.0,69.0
2014/2015,Netherlands Eredivisie,SC Heerenveen,21.3,28.0,17.0,181.3,193.0,165.1,161.8,185.0,139.0,61.9,38.1,0.0,Hakim Ziyech,74.0,82.0,73.0,65.0,73.0,47.0
2014/2015,Netherlands Eredivisie,Vitesse,23.5,29.0,17.0,179.7,185.4,165.1,159.3,179.0,139.0,68.75,31.25,0.0,Davy Proepper,74.0,78.0,69.0,70.0,75.0,59.0
2014/2015,Netherlands Eredivisie,Willem II,25.2,36.0,20.0,181.9,193.0,170.2,167.8,205.0,139.0,55.56,44.44,0.0,Samuel Armenteros,69.2,73.2,66.0,71.0,67.0,74.4
2014/2015,Poland Ekstraklasa,Cracovia,25.3,32.0,17.0,181.7,193.0,172.7,166.5,205.0,132.0,68.18,27.27,0.0,Erik Jendrisek,68.0,68.0,79.0,78.0,69.0,66.0
2014/2015,Poland Ekstraklasa,GKS Bełchatów,26.6,33.0,19.0,180.2,190.5,170.2,163.0,187.0,132.0,75.0,25.0,0.0,Arkadiusz Piech,66.6,66.6,81.8,82.0,76.6,69.4
2014/2015,Poland Ekstraklasa,Górnik Łęczna,27.8,33.0,21.0,181.8,190.5,170.2,165.6,187.0,146.0,66.67,33.33,0.0,Przemyslaw Kazmierczak,66.0,66.0,68.0,58.7,75.0,80.0
2014/2015,Poland Ekstraklasa,Jagiellonia Białystok,23.8,31.0,16.0,182.2,195.6,172.7,164.3,187.0,137.0,63.64,31.82,0.0,Dani Quintana,69.0,70.0,73.7,73.0,65.0,42.0
2014/2015,Poland Ekstraklasa,Korona Kielce,26.1,35.0,18.0,181.6,188.0,170.2,165.6,187.0,132.0,54.55,22.73,18.18,Luis Carlos,68.7,70.7,89.0,72.0,68.0,34.0
2014/2015,Poland Ekstraklasa,Lech Poznań,23.7,32.0,17.0,182.3,193.0,170.2,168.3,196.0,141.0,73.91,26.09,0.0,Lukasz Teodorczyk,73.0,77.0,77.0,74.0,81.0,83.0
2014/2015,Poland Ekstraklasa,Lechia Gdańsk,23.7,31.0,18.0,182.5,190.5,175.3,168.7,187.0,154.0,53.85,34.62,3.85,Sebastian Mila,69.6,69.6,32.0,71.7,60.0,60.9
2014/2015,Poland Ekstraklasa,Legia Warszawa,24.6,35.0,16.0,181.0,190.5,167.6,167.7,192.0,130.0,82.76,13.79,0.0,Miroslav Radovic,72.0,72.0,73.0,74.5,64.3,67.0
2014/2015,Poland Ekstraklasa,Piast Gliwice,26.1,33.0,20.0,181.1,193.0,170.2,168.5,190.0,154.0,73.68,26.32,0.0,Ruben Jurado,67.0,67.0,80.0,75.0,72.0,76.0
2014/2015,Poland Ekstraklasa,Podbeskidzie Bielsko-Biała,27.7,36.0,19.0,181.7,193.0,170.2,167.5,203.0,137.0,70.83,29.17,0.0,Robert Mazan,66.0,77.0,58.0,72.0,66.0,52.0
2014/2015,Poland Ekstraklasa,Pogoń Szczecin,24.2,32.0,17.0,179.3,193.0,170.2,164.1,194.0,137.0,72.73,27.27,0.0,Marcin Robak,70.8,70.8,74.0,82.0,64.0,87.0
2014/2015,Poland Ekstraklasa,Polonia Bytom,27.6,37.0,20.0,181.8,193.0,175.3,168.8,194.0,154.0,64.71,29.41,5.88,Erik Grendel,67.5,69.5,80.0,61.5,71.0,63.5
2014/2015,Poland Ekstraklasa,Ruch Chorzów,26.8,38.0,18.0,181.1,193.0,165.1,163.0,201.0,134.0,78.95,21.05,0.0,Filip Starzynski,66.5,72.5,52.5,64.0,59.0,64.0
2014/2015,Poland Ekstraklasa,Wisła Kraków,25.9,35.0,18.0,181.8,190.5,172.7,167.2,194.0,150.0,76.47,23.53,0.0,Semir Stilic,74.0,74.0,50.6,40.0,72.2,54.0
2014/2015,Poland Ekstraklasa,Zawisza Bydgoszcz,25.1,35.0,18.0,181.2,195.6,170.2,167.6,212.0,141.0,70.37,25.93,0.0,Luis Carlos,68.7,70.7,89.0,72.0,68.0,34.0
2014/2015,Poland Ekstraklasa,Śląsk Wrocław,26.3,32.0,17.0,181.0,193.0,172.7,166.2,201.0,148.0,89.47,10.53,0.0,Piotr Celeban,71.1,71.2,72.0,90.4,81.0,73.4
2014/2015,Portugal Liga ZON Sagres,Académica de Coimbra,25.0,37.0,19.0,179.7,193.0,162.6,167.7,196.0,137.0,68.0,28.0,0.0,Fernando Alexandre,72.0,72.0,64.0,70.0,76.0,78.0
2014/2015,Portugal Liga ZON Sagres,Boavista FC,25.5,32.0,19.0,182.9,195.6,170.2,169.6,205.0,139.0,63.64,36.36,0.0,Quincy Owusu-Abeyie,70.8,70.8,90.0,71.0,65.8,71.0
2014/2015,Portugal Liga ZON Sagres,CD Nacional,22.7,28.0,17.0,181.3,193.0,170.2,164.9,185.0,143.0,80.0,20.0,0.0,Ali Ghazal,74.0,81.0,65.0,54.0,79.0,86.0
2014/2015,Portugal Liga ZON Sagres,CF Os Belenenses,24.6,32.0,18.0,182.3,193.0,170.2,166.4,181.0,148.0,68.42,26.32,0.0,Carlos Martins,73.0,73.0,51.8,65.0,33.0,42.0
2014/2015,Portugal Liga ZON Sagres,CS Marítimo,24.7,35.0,21.0,180.9,193.0,167.6,165.0,194.0,143.0,82.61,17.39,0.0,Danilo Pereira,74.2,79.3,67.0,68.0,80.2,89.2
2014/2015,Portugal Liga ZON Sagres,Estoril Praia,25.2,31.0,20.0,181.4,190.5,165.1,165.6,194.0,139.0,70.83,29.17,0.0,Seba,73.5,77.2,84.0,59.0,66.0,75.0
2014/2015,Portugal Liga ZON Sagres,FC Arouca,24.5,31.0,19.0,180.6,188.0,167.6,161.3,187.0,134.0,68.42,31.58,0.0,David Simao,72.0,77.0,68.0,69.0,80.0,76.0
2014/2015,Portugal Liga ZON Sagres,FC Paços de Ferreira,23.8,33.0,17.0,179.5,193.0,167.6,157.7,196.0,137.0,77.27,22.73,0.0,Sergio Oliveira,72.6,77.8,65.0,46.0,58.0,57.0
2014/2015,Portugal Liga ZON Sagres,FC Penafiel,27.0,34.0,22.0,179.8,193.0,170.2,163.6,187.0,130.0,78.95,21.05,0.0,Braga,70.0,70.0,69.0,52.0,69.0,75.0
2014/2015,Portugal Liga ZON Sagres,FC Porto,23.1,30.0,17.0,180.2,188.0,170.2,161.3,187.0,139.0,77.78,22.22,0.0,Jackson Martinez,82.4,82.8,85.0,85.0,84.0,86.0
2014/2015,Portugal Liga ZON Sagres,Gil Vicente FC,25.8,34.0,20.0,181.4,195.6,165.1,165.5,190.0,123.0,73.91,26.09,0.0,Cesar Peixoto,70.2,70.2,49.0,76.0,45.0,74.0
2014/2015,Portugal Liga ZON Sagres,Moreirense FC,25.3,33.0,17.0,181.6,190.5,170.2,164.8,183.0,132.0,70.0,30.0,0.0,Danielson,70.3,70.3,54.0,80.0,39.3,83.0
2014/2015,Portugal Liga ZON Sagres,Rio Ave FC,23.2,31.0,18.0,181.7,193.0,170.2,167.3,198.0,137.0,81.82,18.18,0.0,Tarantini,73.0,73.0,54.0,69.0,75.0,74.0
2014/2015,Portugal Liga ZON Sagres,SC Braga,24.9,34.0,19.0,180.7,193.0,165.1,166.0,190.0,139.0,73.91,21.74,0.0,Rafa Silva,76.3,85.7,91.0,65.0,68.0,30.0
2014/2015,Portugal Liga ZON Sagres,SL Benfica,25.8,33.0,19.0,181.5,193.0,172.7,168.9,203.0,146.0,77.27,22.73,0.0,Nicolas Gaitan,82.2,84.0,82.0,60.0,70.0,50.0
2014/2015,Portugal Liga ZON Sagres,Sporting CP,23.4,27.0,20.0,180.1,195.6,170.2,163.8,207.0,137.0,78.26,21.74,0.0,Nani,81.8,82.3,82.0,51.0,75.8,63.0
2014/2015,Portugal Liga ZON Sagres,Vitória Guimarães,23.2,32.0,19.0,179.9,190.5,170.2,165.7,196.0,143.0,68.42,26.32,0.0,Andre Andre,76.8,80.8,72.5,70.0,89.5,64.0
2014/2015,Portugal Liga ZON Sagres,Vitória Setúbal,24.7,33.0,17.0,180.0,193.0,167.6,164.3,183.0,126.0,85.71,14.29,0.0,Zequinha,69.0,71.0,80.0,67.0,67.0,59.0
2014/2015,Scotland Premier League,Aberdeen,24.6,35.0,18.0,178.3,190.5,167.6,158.0,201.0,134.0,61.9,38.1,0.0,Mark Reynolds,69.0,69.5,77.0,71.0,72.0,72.0
2014/2015,Scotland Premier League,Celtic,22.9,30.0,17.0,180.9,193.0,167.6,163.1,203.0,141.0,67.86,32.14,0.0,Wakaso Mubarak,75.0,78.5,91.0,92.0,95.0,59.0
2014/2015,Scotland Premier League,Dundee FC,25.7,33.0,16.0,179.8,188.0,170.2,159.3,179.0,141.0,91.3,8.7,0.0,Gary Harkins,66.2,66.2,69.5,49.0,73.0,79.2
2014/2015,Scotland Premier League,Dundee United,23.1,31.0,17.0,182.4,190.5,165.1,168.1,190.0,143.0,68.18,27.27,4.55,Stuart Armstrong,70.7,77.7,83.0,70.0,71.0,72.0
2014/2015,Scotland Premier League,Hamilton Academical FC,24.2,35.0,17.0,179.0,188.0,167.6,160.1,174.0,139.0,76.19,23.81,0.0,Nigel Hasselbaink,64.0,66.0,90.0,72.0,73.0,77.0
2014/2015,Scotland Premier League,Inverness Caledonian Thistle,24.2,29.0,19.0,180.7,193.0,170.2,163.0,192.0,141.0,73.68,26.32,0.0,Billy McKay,70.2,73.2,71.0,72.0,71.0,70.0
2014/2015,Scotland Premier League,Kilmarnock,22.7,32.0,17.0,180.6,198.1,165.1,165.3,203.0,141.0,78.26,17.39,4.35,Alexei Jr Eremenko,70.0,70.0,63.3,55.0,56.7,72.0
2014/2015,Scotland Premier League,Motherwell,24.1,34.0,17.0,177.6,188.0,165.1,164.8,196.0,132.0,58.62,37.93,0.0,Scott McDonald,68.0,68.0,74.6,72.0,74.0,71.0
2014/2015,Scotland Premier League,Partick Thistle F.C.,23.0,29.0,18.0,182.9,193.0,170.2,168.3,196.0,143.0,70.83,29.17,0.0,Kallum Higginbotham,67.0,71.6,77.4,34.0,80.0,51.4
2014/2015,Scotland Premier League,Ross County FC,25.1,32.0,19.0,182.8,190.5,170.2,165.2,187.0,141.0,85.19,14.81,0.0,Richard Brittain,65.0,65.0,60.0,58.0,70.0,56.0
2014/2015,Scotland Premier League,St. Johnstone FC,27.2,34.0,19.0,180.3,188.0,167.6,159.6,179.0,130.0,65.0,35.0,0.0,James McFadden,66.6,66.6,62.8,63.6,61.0,66.0
2014/2015,Scotland Premier League,St. Mirren,23.3,35.0,17.0,180.4,190.5,170.2,160.4,187.0,137.0,65.38,34.62,0.0,Steven Thompson,66.5,66.5,48.0,51.0,76.8,81.5
2014/2015,Spain LIGA BBVA,Athletic Club de Bilbao,24.9,33.0,18.0,180.6,188.0,170.2,164.9,187.0,139.0,82.61,17.39,0.0,Aritz Aduriz,80.6,80.6,69.8,94.4,69.8,81.0
2014/2015,Spain LIGA BBVA,Atlético Madrid,26.4,33.0,19.0,183.2,190.5,175.3,167.4,187.0,148.0,76.47,17.65,0.0,Arda Turan,84.0,87.6,73.0,79.0,75.3,69.0
2014/2015,Spain LIGA BBVA,Córdoba CF,24.9,33.0,19.0,181.0,193.0,167.6,162.6,187.0,141.0,79.31,20.69,0.0,Nabil Ghilas,75.0,79.0,76.0,69.0,82.0,83.0
2014/2015,Spain LIGA BBVA,Elche CF,25.9,35.0,19.0,181.3,190.5,170.2,167.9,187.0,143.0,55.56,44.44,0.0,Victor Romero Rodriguez,75.0,79.0,81.0,41.0,74.0,66.0
2014/2015,Spain LIGA BBVA,FC Barcelona,26.5,34.0,18.0,177.5,193.0,167.6,161.9,187.0,137.0,68.42,31.58,0.0,Lionel Messi,93.0,94.7,90.0,73.0,77.0,60.0
2014/2015,Spain LIGA BBVA,Getafe CF,26.2,32.0,19.0,180.2,188.0,175.3,162.4,176.0,152.0,70.0,30.0,0.0,Pedro Leon,79.0,80.5,76.0,34.0,62.0,59.0
2014/2015,Spain LIGA BBVA,Granada CF,24.6,33.0,18.0,181.0,190.5,170.2,169.6,190.0,148.0,73.08,26.92,0.0,Piti,76.8,76.8,68.0,63.0,77.6,60.0
2014/2015,Spain LIGA BBVA,Levante UD,27.8,37.0,20.0,180.7,190.5,170.2,165.5,181.0,146.0,80.0,20.0,0.0,Pape Kouli Diop,76.6,77.1,66.8,82.0,78.9,83.6
2014/2015,Spain LIGA BBVA,Málaga CF,26.0,34.0,19.0,178.6,190.5,165.1,157.5,183.0,134.0,71.43,28.57,0.0,Ignacio Camacho,79.1,81.7,65.6,85.0,90.0,77.7
2014/2015,Spain LIGA BBVA,RC Celta de Vigo,24.9,31.0,18.0,178.4,185.4,170.2,164.2,196.0,141.0,82.35,17.65,0.0,Nolito,78.0,80.3,76.3,63.0,69.0,62.0
2014/2015,Spain LIGA BBVA,RC Deportivo de La Coruña,26.8,38.0,19.0,180.2,193.0,165.1,164.9,194.0,137.0,76.19,23.81,0.0,Juan Dominguez Lamas,75.0,79.0,64.0,72.0,75.0,68.0
2014/2015,Spain LIGA BBVA,RCD Espanyol,25.2,33.0,18.0,179.5,188.0,172.7,162.6,185.0,150.0,75.0,25.0,0.0,Hector Moreno,78.0,82.0,68.0,86.0,75.0,82.0
2014/2015,Spain LIGA BBVA,Rayo Vallecano,26.0,33.0,21.0,179.5,198.1,165.1,158.8,190.0,134.0,75.0,25.0,0.0,Emiliano Insua,77.0,82.0,78.0,72.0,78.0,81.0
2014/2015,Spain LIGA BBVA,Real Madrid CF,25.1,31.0,21.0,181.3,190.5,172.7,167.9,198.0,143.0,84.21,15.79,0.0,Cristiano Ronaldo,92.0,92.0,94.0,94.0,89.0,79.0
2014/2015,Spain LIGA BBVA,Real Sociedad,25.4,31.0,20.0,182.6,193.0,175.3,166.2,185.0,143.0,70.0,30.0,0.0,Carlos Vela,82.8,86.4,85.0,68.6,64.0,69.0
2014/2015,Spain LIGA BBVA,SD Eibar,27.4,34.0,22.0,181.4,193.0,172.7,168.4,196.0,132.0,85.71,14.29,0.0,Manu del Moral,74.0,74.0,78.8,69.0,74.0,66.0
2014/2015,Spain LIGA BBVA,Sevilla FC,25.6,32.0,20.0,179.3,195.6,167.6,163.0,194.0,141.0,70.0,25.0,5.0,Carlos Bacca,80.4,80.4,79.8,74.8,72.8,78.4
2014/2015,Spain LIGA BBVA,UD Almería,24.9,34.0,18.0,179.0,188.0,170.2,162.3,179.0,148.0,84.21,15.79,0.0,Verza,74.0,74.6,51.0,43.0,88.0,75.0
2014/2015,Spain LIGA BBVA,Valencia CF,23.3,30.0,19.0,179.7,188.0,162.6,165.4,190.0,139.0,63.16,36.84,0.0,Alvaro Negredo,83.0,83.0,74.0,81.0,72.0,88.0
2014/2015,Spain LIGA BBVA,Villarreal CF,24.4,32.0,17.0,178.9,188.0,170.2,159.2,172.0,137.0,62.5,37.5,0.0,Giovani dos Santos,81.2,84.2,85.2,64.8,68.0,48.8
2014/2015,Switzerland Super League,BSC Young Boys,25.0,31.0,19.0,182.5,193.0,170.2,170.3,194.0,150.0,59.09,36.36,4.55,Guillaume Hoarau,71.9,71.9,52.8,62.0,62.6,84.0
2014/2015,Switzerland Super League,FC Aarau,26.1,32.0,20.0,182.9,193.0,175.3,169.2,194.0,150.0,77.27,22.73,0.0,Dusan Djuric,66.8,66.8,64.0,73.0,56.8,69.0
2014/2015,Switzerland Super League,FC Basel,24.7,36.0,16.0,180.3,195.6,165.1,165.8,187.0,139.0,66.67,33.33,0.0,Fabian Schaer,75.3,83.0,79.0,81.4,81.0,90.1
2014/2015,Switzerland Super League,FC Luzern,25.0,31.0,18.0,179.5,193.0,165.1,163.3,194.0,132.0,65.0,35.0,0.0,Bryan Rabello,71.7,79.0,77.8,67.8,44.2,35.8
2014/2015,Switzerland Super League,FC Sion,24.0,31.0,18.0,180.5,195.6,165.1,164.7,190.0,139.0,80.77,19.23,0.0,Veroljub Salatic,70.0,70.0,53.0,62.0,67.0,81.3
2014/2015,Switzerland Super League,FC St. Gallen,25.4,31.0,19.0,182.4,193.0,172.7,166.7,192.0,134.0,65.22,30.43,0.0,Albert Bunjaku,69.5,69.5,72.0,78.0,54.0,72.0
2014/2015,Switzerland Super League,FC Thun,25.3,32.0,19.0,179.5,193.0,167.6,167.6,198.0,141.0,90.91,9.09,0.0,Marco Rojas,69.0,75.3,90.0,52.0,62.0,33.0
2014/2015,Switzerland Super League,FC Vaduz,25.2,36.0,20.0,179.9,190.5,170.2,165.8,183.0,150.0,80.95,19.05,0.0,Naser Aliji,64.0,77.0,86.0,60.0,82.0,71.0
2014/2015,Switzerland Super League,FC Zürich,24.0,32.0,17.0,180.6,190.5,170.2,166.2,194.0,139.0,75.0,25.0,0.0,Yassine Chikhaoui,76.0,77.5,86.0,69.0,68.0,76.0
